t,dt,depth,lat,lon,D,I,F,dD,dI,dF,subs,type,UID,FID
1760.9444830767968,104.7650816444189,10.6,59.3833,12.08,-2.5159574060889547,72.2255152842771,61.45309928762385,17.45658200355028,5.0180206043961855,7.635703593886728,P2,sediment,2,b'x\x0bs\xacQ\x01\x85\x87vYz\xe2Z\n\x96*U\x11gx\xfa\x7f\x85\xec\xeb\x0cz\x08\x18\xf1\x15 '
1647.214755166871,112.49598699383915,16.7,59.3833,12.08,2.750994383228107,70.28327472213026,65.54227611372785,17.836678325226014,4.855931238341743,7.536417174554053,P2,sediment,3,b'x\x0bs\xacQ\x01\x85\x87vYz\xe2Z\n\x96*U\x11gx\xfa\x7f\x85\xec\xeb\x0cz\x08\x18\xf1\x15 '
1585.6888367893705,129.00279490415414,20.0,59.3833,12.08,5.111867050324133,69.43420596605803,67.69410810500568,15.812989108638764,4.786220690143005,7.507694475946362,P2,sediment,4,b'x\x0bs\xacQ\x01\x85\x87vYz\xe2Z\n\x96*U\x11gx\xfa\x7f\x85\xec\xeb\x0cz\x08\x18\xf1\x15 '
1533.9135981630468,122.80106658000504,22.7,59.3833,12.08,6.489803790520364,69.06390682883102,69.12617937203609,16.441102447606927,4.74669035876586,7.484855181972991,P2,sediment,5,b'x\x0bs\xacQ\x01\x85\x87vYz\xe2Z\n\x96*U\x11gx\xfa\x7f\x85\xec\xeb\x0cz\x08\x18\xf1\x15 '
1476.3855552449097,122.95467976948696,25.7,59.3833,12.08,7.4155804680671755,69.14165893751426,70.19089660853422,15.512817630574862,4.715356152354376,7.457739042211334,P2,sediment,6,b'x\x0bs\xacQ\x01\x85\x87vYz\xe2Z\n\x96*U\x11gx\xfa\x7f\x85\xec\xeb\x0cz\x08\x18\xf1\x15 '
1418.8575123267724,130.46761272994328,28.7,59.3833,12.08,7.591329798758969,69.83848203489582,70.73089315328042,14.68905155018443,4.6915058686027615,7.4289733272575065,P2,sediment,7,b'x\x0bs\xacQ\x01\x85\x87vYz\xe2Z\n\x96*U\x11gx\xfa\x7f\x85\xec\xeb\x0cz\x08\x18\xf1\x15 '
1361.8686629453591,129.70570645486575,31.7,59.3833,12.08,6.952176537234937,71.11654782418044,70.97297088160128,14.84685578093655,4.670430271894574,7.401487415470149,P2,sediment,8,b'x\x0bs\xacQ\x01\x85\x87vYz\xe2Z\n\x96*U\x11gx\xfa\x7f\x85\xec\xeb\x0cz\x08\x18\xf1\x15 '
1303.4062538694666,123.64352686545264,34.8,59.3833,12.08,5.651398390728289,72.86714056358252,71.2035414555802,14.695521880942755,4.648918721869053,7.381970549549122,P2,sediment,9,b'x\x0bs\xacQ\x01\x85\x87vYz\xe2Z\n\x96*U\x11gx\xfa\x7f\x85\xec\xeb\x0cz\x08\x18\xf1\x15 '
1246.8297289573122,124.52769240878628,37.8,59.3833,12.08,4.395694460266354,74.75307870656097,71.61562117780353,15.034568641506896,4.629088729045706,7.3788432993649895,P2,sediment,10,b'x\x0bs\xacQ\x01\x85\x87vYz\xe2Z\n\x96*U\x11gx\xfa\x7f\x85\xec\xeb\x0cz\x08\x18\xf1\x15 '
1185.1838166993475,123.0037123875302,41.0,59.3833,12.08,3.7696145264764622,76.71412697815049,72.2717497576816,14.666717695958187,4.613897481931381,7.392932832795967,P2,sediment,11,b'x\x0bs\xacQ\x01\x85\x87vYz\xe2Z\n\x96*U\x11gx\xfa\x7f\x85\xec\xeb\x0cz\x08\x18\xf1\x15 '
1124.714434732194,108.5172377026315,44.0,59.3833,12.08,3.8941520757697834,78.27893688952388,72.86894051532131,15.981883141882049,4.610277466905477,7.418119214965053,P2,sediment,12,b'x\x0bs\xacQ\x01\x85\x87vYz\xe2Z\n\x96*U\x11gx\xfa\x7f\x85\xec\xeb\x0cz\x08\x18\xf1\x15 '
1064.2450527650406,103.01090473147806,47.0,59.3833,12.08,4.223374973665325,79.42511428592547,73.21993765472678,15.977499507883994,4.6171036458817305,7.446019627503646,P2,sediment,13,b'x\x0bs\xacQ\x01\x85\x87vYz\xe2Z\n\x96*U\x11gx\xfa\x7f\x85\xec\xeb\x0cz\x08\x18\xf1\x15 '
1003.7756707978872,107.8688096999263,50.0,59.3833,12.08,4.211327492725995,80.12383270433892,73.24255589401837,16.2685092508147,4.631434428189543,7.467043959305712,P2,sediment,14,b'x\x0bs\xacQ\x01\x85\x87vYz\xe2Z\n\x96*U\x11gx\xfa\x7f\x85\xec\xeb\x0cz\x08\x18\xf1\x15 '
935.7792373316432,109.0185432117754,52.8,59.3833,12.08,3.799331692969178,80.38513021579007,73.04397106697955,17.38906519242294,4.646836842592179,7.48092217151823,P2,sediment,15,b'x\x0bs\xacQ\x01\x85\x87vYz\xe2Z\n\x96*U\x11gx\xfa\x7f\x85\xec\xeb\x0cz\x08\x18\xf1\x15 '
867.7828038653993,123.53884390788603,55.6,59.3833,12.08,3.1661000211940626,80.31045365363528,72.84197842863598,17.549193799010506,4.658907646046719,7.495567911405834,P2,sediment,16,b'x\x0bs\xacQ\x01\x85\x87vYz\xe2Z\n\x96*U\x11gx\xfa\x7f\x85\xec\xeb\x0cz\x08\x18\xf1\x15 '
792.5010382420579,150.49407051358926,58.7,59.3833,12.08,2.527121672594768,79.90430727861914,72.89457631928288,17.25467103847868,4.667614114229039,7.514886699917153,P2,sediment,17,b'x\x0bs\xacQ\x01\x85\x87vYz\xe2Z\n\x96*U\x11gx\xfa\x7f\x85\xec\xeb\x0cz\x08\x18\xf1\x15 '
720.7252422525298,162.7595691905977,61.7,59.3833,12.08,2.314596852586602,79.21638293041194,73.35985963213113,19.40152454486898,4.676059783690675,7.53198360262513,P2,sediment,18,b'x\x0bs\xacQ\x01\x85\x87vYz\xe2Z\n\x96*U\x11gx\xfa\x7f\x85\xec\xeb\x0cz\x08\x18\xf1\x15 '
649.7734364135202,169.2093708479747,64.7,59.3833,12.08,2.6951905283336854,78.25888287150735,74.13765702034128,18.814023115136642,4.6866704440661335,7.54217282524451,P2,sediment,19,b'x\x0bs\xacQ\x01\x85\x87vYz\xe2Z\n\x96*U\x11gx\xfa\x7f\x85\xec\xeb\x0cz\x08\x18\xf1\x15 '
581.1866907691445,184.79283316915408,67.6,59.3833,12.08,3.5342006086717754,77.1296121677031,74.93526517491993,19.036617381520482,4.696822394798734,7.543862463623097,P2,sediment,20,b'x\x0bs\xacQ\x01\x85\x87vYz\xe2Z\n\x96*U\x11gx\xfa\x7f\x85\xec\xeb\x0cz\x08\x18\xf1\x15 '
510.1456558399418,201.12194918637584,70.6,59.3833,12.08,4.678508375811085,75.80233137068711,75.51629807979606,18.215494987485318,4.704064738519983,7.5400214192826445,P2,sediment,21,b'x\x0bs\xacQ\x01\x85\x87vYz\xe2Z\n\x96*U\x11gx\xfa\x7f\x85\xec\xeb\x0cz\x08\x18\xf1\x15 '
441.1276362596323,196.191294715907,73.5,59.3833,12.08,5.8492308034481795,74.42015044853605,75.69311914211121,20.752852524702046,4.706781464921389,7.537460453203346,P2,sediment,22,b'x\x0bs\xacQ\x01\x85\x87vYz\xe2Z\n\x96*U\x11gx\xfa\x7f\x85\xec\xeb\x0cz\x08\x18\xf1\x15 '
