t,dt,rad,colat,lat,lon,D,dD,I,dI,F,dF,UID,FID,type
1807,10.0,6371.2,35.5,54.5,36.1,,4.148823588769716,64.9,1.7599285714285713,,,5905,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
1808,10.0,6371.2,49.8,40.2,24.2,,,,,38.6,8.25,46,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
1808,10.0,6371.2,48.7,41.3,60.5,,3.9510457755175983,56.7,2.1692142857142853,44.9,4.5,3127,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
1808,10.0,6371.2,48.7,41.3,60.5,,1.9527515417040886,58.4,1.0232142857142856,47.3,4.7,3128,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
1808,10.0,6371.2,33.4,56.6,85.0,,4.718461712806557,68.1,1.7599285714285713,,,7295,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
1808,10.0,6371.2,34.0,56.0,92.9,,5.272296008141827,70.5,1.7599285714285713,,,7296,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
1808,12.0,6371.2,50.0,40.0,116.2,,,,,49.8,8.25,719,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
1808,12.0,6371.2,50.0,40.0,116.2,,,,,54.8,8.25,720,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
1809,10.0,6371.2,35.5,54.5,36.1,,3.9305256313687393,63.4,1.7599285714285713,,,5906,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
1809,10.0,6371.2,48.3,41.7,44.8,,3.0607173850580898,54.9,1.7599285714285713,,,5716,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
1809,10.0,6371.2,48.53,41.47,25.65,,2.974462564755496,61.03,1.4406857142857141,46.5,0.38,9559,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
1809,10.0,6371.2,35.3,54.7,56.0,,4.293314661865889,65.8,1.7599285714285713,,,7297,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
1809,10.0,6371.2,37.7,52.3,104.2,,5.69524849268695,72.0,1.7599285714285713,,,7298,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
1809,100.0,6371.2,36.0,54.0,107.5,,,,,60.9,7.7,2299,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
1810,10.0,6371.2,33.8,56.2,40.4,,4.57962527164699,67.4,1.7599285714285713,,,5907,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
1810,40.0,6371.2,42.3,47.7,19.5,,,,,51.7,8.25,1070,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
1810,40.0,6371.2,42.3,47.7,19.5,,,,,52.6,8.25,1071,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
1810,50.0,6371.2,48.7,41.3,60.5,,2.3802995021579565,53.0,1.4324999999999999,44.6,4.5,3129,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
1810,50.0,6371.2,48.7,41.3,60.5,,5.115957539758536,53.7,3.0287142857142855,45.6,4.6,3130,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
1810,30.0,6371.2,40.92,49.08,6.65,-17.71,1.044119803066195,68.62,0.3806357142857143,,,13643,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
1810,10.0,6371.2,35.5,54.5,20.2,,4.000390717664368,63.9,1.7599285714285713,,,7299,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
1810,10.0,6371.2,32.5,57.5,60.5,,5.546494625599601,71.5,1.7599285714285713,,,7300,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
1810,10.0,6371.2,32.0,58.0,56.6,,5.951574775074347,72.8,1.7599285714285713,,,7301,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
1810,50.0,6371.2,37.7,52.3,104.2,,11.720185994223998,70.2,3.970071428571428,,,7302,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
1810,120.0,6371.2,129.316,-39.316,288.02,-0.6000000000000227,1.1896095452059436,-56.6,0.6548571428571428,61.2,5.0,10899,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
1810,150.0,6371.2,126.78,-36.78,174.87,13.2,3.7994432447829714,-63.1,1.7189999999999999,,,5568,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
1811,10.0,6371.2,33.8,56.2,40.4,,6.310153201690586,69.1,2.2510714285714286,,,5908,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
1811,100.0,6371.2,34.3,55.7,37.3,,,73.0,1.8417857142857141,50.5,2.6,1141,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
1811,10.0,6371.2,31.700000000000003,58.3,26.7,,6.308188803628405,73.8,1.7599285714285713,,,7303,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
1812,10.0,6371.2,48.0,42.0,45.0,,2.167803005707528,55.5,1.2278571428571428,45.78,2.44,1907,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
1812,100.0,6371.2,34.3,55.7,37.3,,,73.9,1.8417857142857141,53.6,3.1,1142,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
1812,10.0,6371.2,35.5,54.5,20.2,,4.043664558820976,64.2,1.7599285714285713,,,7304,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
1812,10.0,6371.2,35.0,55.0,59.2,,5.788609192932073,72.3,1.7599285714285713,,,7305,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
1813,10.0,6371.2,35.3,54.7,56.0,,5.3514960817158865,70.8,1.7599285714285713,,,7306,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
1814,24.0,6371.2,121.8,-31.8,-52.3,,,,,36.4,0.6,12346,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
1814,100.0,6371.2,33.7,56.3,44.0,,2.103651508043049,69.5,0.7367142857142857,57.0,1.0,1970,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
1815,135.0,6371.2,80.14,9.86,352.55,,,,,41.2,5.4,12839,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
1815,135.0,6371.2,80.14,9.86,352.55,,,,,27.7,0.8,12840,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
1815,10.0,6371.2,48.1,41.9,12.5,-12.699999999999989,2.7573576548849577,58.7,1.4324999999999999,,,5687,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
1815,10.0,6371.2,48.3,41.7,44.8,,3.2755068942699603,57.5,1.7599285714285713,,,5717,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
1815,10.0,6371.2,34.8,55.2,60.0,,3.8899061791825655,63.1,1.7599285714285713,,,7307,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
1816,10.0,6371.2,33.8,56.2,40.4,,4.8887338213334175,68.9,1.7599285714285713,,,5909,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
1816,10.0,6371.2,30.700000000000003,59.3,56.7,,4.7598215178536165,68.3,1.7599285714285713,,,7308,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
1816,10.0,6371.2,30.700000000000003,59.3,56.7,,4.598914984512719,67.5,1.7599285714285713,,,7309,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
1817,10.0,6371.2,113.3,-23.3,312.3,,,,,29.1,1.8,8759,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
1817,10.0,6371.2,35.3,54.7,56.0,,4.395985573359571,66.4,1.7599285714285713,,,7310,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
1818,10.0,6371.2,32.1,57.9,60.0,,20.886343490384093,72.2,6.384857142857142,,,7311,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
1819,10.0,6371.2,35.5,54.5,36.1,,5.8853459923991664,68.8,2.128285714285714,,,5910,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
1819,100.0,6371.2,34.3,55.7,37.3,,,67.2,1.8417857142857141,50.0,1.0,1143,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
1819,10.0,6371.2,34.0,56.0,92.9,,9.254771941814523,71.7,2.905928571428571,,,7312,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
1820,10.0,6371.2,49.8,40.2,24.2,,,,,48.9,8.25,47,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
1820,100.0,6371.2,34.3,55.7,37.3,,,68.8,1.8417857142857141,45.9,1.0,1144,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
1820,10.0,6371.2,32.1,57.9,60.0,,5.210150553338714,64.9,2.210142857142857,,,7313,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
1820,10.0,6371.2,32.1,57.9,60.0,,4.343984001782677,66.1,1.7599285714285713,,,7314,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
1820,100.0,6371.2,67.91,22.09,261.0,15.0,3.3901533213508057,31.0,2.905928571428571,,,5345,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
1821,10.0,6371.2,40.0,50.0,36.1,,5.15193147454183,65.6,2.128285714285714,,,5911,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
1821,10.0,6371.2,40.0,50.0,36.1,,4.449370704571256,66.7,1.7599285714285713,,,5912,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
1821,10.0,6371.2,33.1,56.9,62.5,,21.246627008161582,67.1,8.267571428571427,,,7315,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
1822,100.0,6371.2,49.18,40.82,14.43,-9.0,2.1460561018519133,55.1,1.2278571428571428,,,9776,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
1822,100.0,6371.2,49.18,40.82,14.43,,,,,42.6,3.4,9796,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
1822,100.0,6371.2,49.18,40.82,14.43,,,,,43.82,4.63,9817,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
1822,100.0,6371.2,49.18,40.82,14.43,,,,,42.0,5.0,9836,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
1823,10.0,6371.2,34.3,55.7,49.2,,4.910954156647044,69.0,1.7599285714285713,,,5913,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
1823,100.0,6371.2,34.3,55.7,37.3,,,,,51.5,1.0,1145,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
1823,10.0,6371.2,32.0,58.0,56.5,,4.467482460182999,66.8,1.7599285714285713,,,7316,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
1823,10.0,6371.2,35.3,54.7,25.5,,6.089048298608772,73.2,1.7599285714285713,,,5803,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
1824,100.0,6371.2,60.95,29.05,346.381,,,,,39.1,7.7,9729,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
1824,100.0,6371.2,60.95,29.05,346.381,,,,,51.72,9.28,9745,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
1824,100.0,6371.2,60.95,29.05,346.381,,,,,26.5,2.0,9763,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
1824,10.0,6371.2,60.989999999999995,29.01,346.25,-29.0,7.416653814352277,54.2,4.338428571428571,,,11104,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
1824,10.0,6371.2,60.989999999999995,29.01,346.25,,,,,40.5,1.9,11105,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
1824,10.0,6371.2,60.989999999999995,29.01,346.25,,,,,43.1,3.4,11106,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
1824,100.0,6371.2,60.95,29.05,346.381,-21.30000000000001,3.2421296761083753,54.5,1.8827142857142853,,,9714,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
1824,10.0,6371.2,61.0,29.0,346.2,-23.30000000000001,0.7065406814975814,54.6,0.40928571428571425,,,4091,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
1825,10.0,6371.2,40.0,50.0,36.1,,3.850222167388183,62.8,1.7599285714285713,,,5914,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
1825,10.0,6371.2,34.3,55.7,49.2,,7.1252453685071835,75.7,1.7599285714285713,,,5915,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
1825,25.0,6371.2,34.3,55.7,49.2,,5.096836811002421,69.8,1.7599285714285713,,,5916,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
1825,10.0,6371.2,48.7,41.3,60.5,,2.570207917882595,53.9,1.5143571428571427,44.6,4.5,3131,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
1825,10.0,6371.2,48.7,41.3,60.5,,4.768221418538237,51.2,2.987785714285714,45.3,4.5,3132,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
1825,25.0,6371.2,48.5,41.5,23.4,,,,,42.17,0.28,9556,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
1825,10.0,6371.2,37.7,52.3,104.2,,5.1456869011155915,70.0,1.7599285714285713,,,7317,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
1825,10.0,6371.2,30.200000000000003,59.8,30.5,,5.48926158049192,71.3,1.7599285714285713,,,7318,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
1825,10.0,6371.2,34.9,55.1,73.3,,13.84287511749537,69.4,4.8705,,,7319,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
1825,25.0,6371.2,32.3,57.7,61.8,,4.780796495625387,68.4,1.7599285714285713,,,7320,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
1825,25.0,6371.2,32.3,57.7,61.8,,8.648345088621424,69.5,3.0287142857142855,,,7321,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
1825,25.0,6371.2,32.3,57.7,61.8,,9.364646040706848,70.6,3.1105714285714283,,,7322,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
1825,75.0,6371.2,40.86,49.14,1.97,-23.83,1.1874832187458395,67.72,0.45021428571428573,,,13723,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
1825,25.0,6371.2,35.3,54.7,25.5,,4.413624277975446,66.5,1.7599285714285713,,,5804,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
1825,75.0,6371.2,46.4,43.6,3.88,-18.69,1.408531011627523,61.54,0.6712285714285713,,,13761,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
1825,75.0,6371.2,41.66,48.34,3.19,-18.55,1.1666116244516462,72.65,0.3478928571428571,,,13763,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
1825,10.0,6371.2,124.60329999999999,-34.6033,301.6183,,,,,36.3,3.4,10486,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
1826,10.0,6371.2,35.5,54.5,36.1,,4.698071529869169,68.0,1.7599285714285713,,,5917,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
1826,10.0,6371.2,33.8,56.2,40.4,,4.823350366407836,68.6,1.7599285714285713,,,5918,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
